Entry Name,Entry Type,SID,Item Group Name,Attribute 1 Name,Attribute 1 Option,Attribute 2 Name,Attribute 2 Option,Attribute 3 Name,Attribute 3 Option,Quantity,Unit,Min Level,Price,Value,Notes,Tags,Primary Folder,Subfolder-level1,Subfolder-level2,Subfolder-level3,Subfolder-level4,Photo1,Photo2,Photo3,Photo4,Photo5,Photo6,Photo7,Photo8,Web Link,Web Link
2004 Porsche Cayenne - AKL Keyed,Item,S0FDOT7763,,,,,,,,1.0,units,,,0.0,"2004 Porsche Cayenne - AKL Keyed
Id46 + hu66 shell WITH EXTRA CUT
VVDI2 + VVDIProg. 

8 leg 93C86 out of circuit.
Rewrite dump. 

VVDI Prog 
EEPROM
ST
M93C86
Read, verify, save 

VVDI2 
Transponder programmer 
Immo data tool
Euro
Porsche 
Kessey HITAG 93C86

Choose free slot
PHILIPS 46 in VVDI2 
Make dealer key 
Pcf
Save dump 

VVDI Prog 
Load dump 
Write, verify 
Resolder 8 leg device 
Reinstall Kessey 
Done",,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_698Urn6ikcp-tNMhnZL3Ppw2yAzQ1uXKWQJxxGET9UVkSPSIHDxqTQ==,https://lnk.sortly.co/v2/downloads/photo/v2_K-anBkbDl_-P9fguHHmZYHI0jn5_9LjCOzRDDo_gNxYKSLOueAnLeA==,https://lnk.sortly.co/v2/downloads/photo/v2_G3Mq6LqD0zSnc7iYy9y5Brm2vnVzjH_9FNhN-wV2s8awVRfuJyBCKg==,https://lnk.sortly.co/v2/downloads/photo/v2_EVsjiVXHpUuNPet7mW4DRtfRorF-yXjaHrrPtX6DFkYkX0FbRlYwdQ==,https://lnk.sortly.co/v2/downloads/photo/v2_X5ZjzAlCnod6xoD1NizanktWnq5ji_JZZRHsj-M5gLhTZL0ZEL0Dig==,https://lnk.sortly.co/v2/downloads/photo/v2_cZ3Hv-wBXa4sYWu0e57TDvgxEfBAq1t7PNpytuoqP4e-mJNYQtfnhw==,https://lnk.sortly.co/v2/downloads/photo/v2_5Onb76xV2DEV5lZ5pIaHFbD9RS7CaWvteB6d_2R28pkpqAZqa3cVXQ==,,,
2004 Porsche Cayenne - Add key Keyed,Item,S0FDOT7370,,,,,,,,1.0,units,,,0.0,"2004 Porsche Cayenne - Add key Keyed
Same as AKL. Flip key made. VVDI2 + VVDI Prog. 

8 leg 93C86 out of circuit.
Rewrite dump. 
Remote & chip program together.

VVDI Prog 
EEPROM
ST
M93C86
Read, verify, save 

VVDI2 
Transponder programmer 
Immo data tool
Euro
Porsche 
Kessey

Choose free slot
Flip in VVDI2 
Make dealer key 
Save dump 

VVDI Prog 
Load dump 
Write, verify 
Resolder 8 leg device 
Reinstall Kessey 
Done",,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_ChAndA1LqLA83UV0I8eoTm38U1sy8mPNa7M38kjeVqmDrSsPgebtEA==,https://lnk.sortly.co/v2/downloads/photo/v2_MS1rN9NIHd-qRtNmKtBEnDowUkJ-zOqu1meo54-I1dhlY6FWzrQfHg==,https://lnk.sortly.co/v2/downloads/photo/v2_Ll6ajwwbq6BbAWCKt-dYfCiXXzYF2f-qCUl77oLPGFjJHKhZVMWwsQ==,https://lnk.sortly.co/v2/downloads/photo/v2_Pwd2cseN63z96Uij5x6j83IrygHpnKlf-0J4JLBMtlYsaVctx3FIrg==,https://lnk.sortly.co/v2/downloads/photo/v2_HmM1FlKG_NMbHaAPU6rlPvX1OGbvsSi0ZlucGx77NTNSrM78zsWrkQ==,https://lnk.sortly.co/v2/downloads/photo/v2_tiiVxoPGreHz6cDhixHkyssn6jS0CszgQ5BzTbh9_ay-anUZ038AQQ==,https://lnk.sortly.co/v2/downloads/photo/v2_cFW-Gw9qH1pE_f4sqrC3BQH3mDBL34FXWnqCo9Tsv-0Tvhm-ese3JA==,https://lnk.sortly.co/v2/downloads/photo/v2_4ullsB8CUoZI_O7H7WCR_AWsdv0GW6wquIymH256SfsDhKcnqf2MuA==,,
2004 Porsche Cayenne - Only key cust had stopped working (both Remote & Chip),Item,S0FDOT3992,,,,,,,,1.0,units,,,0.0,"2004 Porsche Cayenne - Only key cust had stopped working (both Remote & Chip) - we introduced a new customer provided key by EEPROM. 
Cust mentioned he bought it on Remotesremotes.com

Removing the black plastic cover above driver’s legs by removing 1 Star screw above driver’s leg, now pull down on the black cover’s edge that’s closer to you and pop (downwards) 2 clicks for 2 clips. Disconnect 2 wire connections OBD and another small wire next to OBD. 
Now carefully slid the black plastic cover out towards you and set it aside. 

Above driver’s right leg is the Kessey module hidden in its bracket. Remove 1 zip tie locking it to the bracket. Now press on the bracket’s clip to slide out the Kessey. Kessey has 2 connections one round looking and one rectangle. Carefully remove the round first using a small flat head. Now in the back (far) side of the rectangle connector there is a grey slider that needs to be pushed (slide) away from the connector, simply slide it away using the same small flat head and carefully remove the connector. Kessey in your hands. Carefully split open the black case using a small flat head. 

Locate 8 legs 93C86 
Blow heat It out of circuit 
Soldier it to VVprog’s green adaptor. 1st leg (ST logo) by dot of first leg. 

Go to the laptop - VVDI Prog - EEPROM - ST - M93C86 - Read - save file. (Don’t provide 12V).

Go to VV2 - transponder Programmer - immo data tool - Euro - Porsche - Kessey 

Press ‘load DUMP file’ and load the file you saved earlier, you’ll now see how many keys are on the device - insert Porsche key to VV2 (car shape headlight head first) - now select ‘Make Dealer Key’ - you’ll get success message - press ok - it’ll prompt you to save the DUMP file - save the DUMP file.

Now go back to VVprog
Press ‘load’ top left - choose the DUMP file - press ‘write’ to write it into the 93C86 - when successful you are done. Soldier the 93C86 back to the Kessey. Cut key by Lishi (must choose Porsche by model to get the ‘extra cut’), connect back the 2 connectors and start the car. Keep in mind, When inserting a programmed key just by inserting dash should turn on after 2-5 seconds.
Exchange this info with the previous one for 04 Cayenne. Added small note.",,Data base,Porsche,,,,,,,,,,,,,
2005 Porsche 911 Add a Remote,Item,S0FDOT8307,,,,,,,,1.0,units,,,0.0,"2005 Porsche 911 - Add remote head key. Lonsdor OBD. IM100 should be able to do OBD but might be a little more complicated. 
RH bought online, non dealer.
No need PIN from dealer.",,Data base,Porsche,,,,,,,,,,,,,
2006 Porsche Cayenne AKL Done via KTP,Item,S0FDOT6951,,,,,,,,1.0,units,,,0.0,"2006 Porsche Cayenne - AKL
Done via KTP

For Kessey removal see previous Cayenne and Touareg jobs. 

93C86 8 leg soldered to KTP board. See image for KTP adapter usage. 

KTP
Maim screen 
Prog
EEPROM & Flash 
ST
M93CX6
M93C86 (adapter)
Read
Select EEPROM
Begin, continue
Name your file 
Checkmark save & edit
Ok
Back to main KTP screen 
Immo data tool 
Euro
Porsche 
Kessey 
HITAG - 93C86
Begin 
Top left red arrow square 
Navigate back to Local File
PAD_PROG
Select our eeprom file, open
 
Made 3 keys: 
1. Regular chip 46 
2. Super chip set as 7936 
3. Super chip on used slot 

(All 3 worked✅)

For option 1,2 select next unused slot 

Make dealer key
Ok to save dump file 
Save here 
Rename file, ok

Repeat procedure using the new dump file

Back to main KTP screen 
Prog
EEPROM & Flash 
ST
M93CX6
M93C86 (adapter)
Write 
select EEPROM, ok
Begin, ok
PAD_PROG 
Navigate to your last DUMP
Select the file, ok
Begin, continue

“Write completely, verification successful” auto message received✅

Remove 8 leg from KTP board & resolder it to Kessey.

Reinstall Kessey.",,Data base,Porsche,,,,,,,,,,,,,
2006 Porsche Cheyenne,Item,S0FDOT3680,,,,,,,,1.0,units,,,0.0,"2006 Porsche Cheyenne - Kessey module, soldering. Read in circuit.",,Data base,Porsche,,,,,,,,,,,,,
2006 Porsche Cheyenne OBD fuse,Item,S0FDOT3692,,,,,,,,1.0,units,,,0.0,2006 Porsche Cheyenne OBD fuse (in case ck won’t turn on by OBD),,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_XAmmeBXVSO-EmL-NTbi-apQqguUIkbZJMaK7SPfNzK8jiHEYJMAccw==,,,,,,,,,
2007 Porsche Boxster,Item,S0FDOT5783,,,,,,,,1.0,units,,,0.0,"2007 Porsche Boxter - Trunk lockout. Try putting ignition on by key/pick/force ignition ON tool and press unlock. 

If fails you’ll need to remove rear driver side wheel. See images.",,Data base,Porsche,,,,,,,,,,,,,
2008 Porsche Cayenne - AKL,Item,S0FDOT3353,,,,,,,,1.0,units,,,0.0,"Kessey regular location.
Simens.
Remove 8 leg 93C86. 

You can either write super chip, or put Kessey back and use this EEPROM to finish learning OBD. 

Do not re-write dump on this board.

Remote & chip will learn together, but for chip to work it has to stay 5-10 minutes in OFF position after OBD learning. 

Any Simens Kessey can be done this way, remote and chip program together via OBD, just leave key OFF for 10 minutes.

Same with super chip, although it doesn’t require OBD matching - word is it does require the 5-10 minutes OFF trick.",,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_eZLCMMxWL126Jd9Sm9qFzvec4ubOmfCYGhwkPIxS7IlhYpX254iWnQ==,https://lnk.sortly.co/v2/downloads/photo/v2_FRuy_AqK-F3a0hzaOsdIohsFO2OYVdSkHhoenmZFfRijG8bUXJaLcw==,https://lnk.sortly.co/v2/downloads/photo/v2_ZszHPCl2bl3jxRN0YKxskIcXEguWg0mInM_Kcjxl7DQVEgttAXTVhw==,,,,,,,
2009 Porsche Boxster ADD keyed SKDI,Item,S0FDOT9833,,,,,,,,1.0,units,,,0.0,"2009 Porsche Boxster ADD keyed SKDI
Done by clone with MKT
HU66 + Super chip
Select in SEC-E9 Cutting machine to search by card and look for ID Card 1309",,Data base,Porsche,,,,,,,,,,,,,
2009 Porsche Cayenne - Add flip key Keyed,Item,S0FDOT7376,,,,,,,,1.0,units,,,0.0,"2009 Porsche Cayenne - Add flip key Keyed
Use flip key i2302

(AKL is same, will most likely just require a force tool to allow comms during key learning, or to use IM100 for learning)

Standard Porsch flip key like 04-07.

Chip & remote program together via OBD after reading EEPROM. 
Continental Kessey.
DO NOT WRITE ON THIS KESSEY, read only and complete by OBD

VVDI Prog + VVDI2 
Solder 8 wires, back of Kessey.

Remove Kessey regular place above driver right foot. 

VVDI Prog 
Immo
VW
Kessey (2008 WELD)
Cable V3
Solder 8 wires 

Wire colors on diagram from left to right - 
Black, gray, brown, purple, orange, red, green, blue

12V to VVDI Prog 
Read & save
(Verify will fail, no need)

Reinstall module in car 
VVDI2 connected to OBD
Working key ON
(If AKL probably force tool will do)

VW
Key learn 
4th immo 
Very bottom (Touareg)
Get from ECU/Kessey…
Load ECU/Kessey EEPROM
CS & pin will show
New key in VVDI 
Make dealer key with 7 CS
Key made on and locked 
Select amount of keys 
(In our case adding so “2”)
Ign ON with working key
Key learning 
Follow ON OFF prompts
SUCCESS 👌🏻
Chip & remote program together.

Note: during learning it may seem for a second that you aren’t able to get ignition to turn ON, second attempt / jiggle usually solves it.

Same with the remote - upon successful programming we need to try clicking it a few times to get the car to respond to it for the first time",,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_TNRbbt64XQbY-s224jmIutgeM9J-YIcJJ1L68j7HYuvvgd8dsYzkaA==,https://lnk.sortly.co/v2/downloads/photo/v2_SNsKZ-SG-QHyE80EFvMzWQkC59_sHqq65H7lSnWAqP7BOdnNZOYGTA==,https://lnk.sortly.co/v2/downloads/photo/v2_WqVHRurUfwfPCz_zGJ43pUcA76S4p89rVS3EslhDfrm_gkXLhqAU2g==,https://lnk.sortly.co/v2/downloads/photo/v2_m8twkkZRAWUDDxC-KRATX4H9B3AHNfCX5ag3NSV--JOnz6_GeLVskg==,,,,,,
2010 Porsche Cayenne,Item,S0FDOT3840,,,,,,,,1.0,units,,,0.0,"2010 Porsche Cayenne
Flip key. Kessey above gas pedal, likely to be continental.
May involve shortening (cutting) the circuit.  
If continental DO NOT WRITE DUMP BACK ON THE BOARD.
simply proceed with vvdi2 via obd.
Convert immo data you read into CS and pin.",,Data base,Porsche,,,,,,,,,,,,,
2011 Porsche Boxster - Add a key works via clone.,Item,S0FDOT4493,,,,,,,,1.0,units,,,0.0,2011 Porsche Boxster - Add a key works via clone. Megamos 48. OEM refurbished Remote head key from UHS. But you’ll probably need to tell the cust to have the remote matched at the dealer.,,Data base,Porsche,,,,,,,,,,,,,
2012 Porsche Panamera - AKL & Add key,Item,S0FDOT7228,,,,,,,,1.0,units,,,0.0,"2012 Porsche Panamera - AKL & Add key 
Both AKL and Add a key are the same
Various processor Masks exist. 
If it’s 2M25J - HEXTAG is the safe and preferable tool.

VVDI2 + Prog will require cutting on PCB, removal of 0 ohm resistor and a crystal. 
+
Soldering must be done very carefully and in high quality – these motorola’s are extremely sensitive and easy to brick",,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_SLOslKkd6uXCQkqOcsS9NtESfD3R4BILLJCis6MUc9wAfVvuuvItIw==,https://lnk.sortly.co/v2/downloads/photo/v2_PRLyykjYhO9syGix1ZymNmPkxsez2f1s1sPRN1yTct2OSebOhImtFQ==,https://lnk.sortly.co/v2/downloads/photo/v2_FZW-VWkzOXlFwR_WMIsjj0-9ZhEHreu_qSGsGIjI0Uzw36FJooYN8A==,https://lnk.sortly.co/v2/downloads/photo/v2_3CixrTXUYCt560he-HtY0origqNAY2bZe2344rMtdTmQNu181x7IvQ==,,,,,,
2012 Porsche Panamera Fobic car shap style key made by VVDI,Item,S0FDOT3626,,,,,,,,1.0,units,,,0.0,2012 Porsche Panamera Fobic car shap style key made by VVDI,,Data base,Porsche,,,,,,,,,,,,,
2013 Porsche Boxster,Item,S0FDOT3679,,,,,,,,1.0,units,,,0.0,2013 Porsche Boxter - Add a key must take apart (can’t through OBD),,Data base,Porsche,,,,,,,,,,,,,
2013 Porsche Cayenne AKL,Item,S0FDOT8622,,,,,,,,1.0,units,,,0.0,2013 Porsche Cayenne - AKL. BCM is located in the regular spot for all Cayennes. eeprom work should be same concept for all 11-17 models. See Panamera.,,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_hsUoL-vpI7xb4ydXVQUaRyYUBldeRR9xmXeuVCfwgpJBrCpNw6GY6g==,,,,,,,,,
2014 Porsche Cayenne - Add key Twist ignition,Item,S0FDOT7779,,,,,,,,1.0,units,,,0.0,"2014 Porsche Cayenne - Add key Twist ignition
Same as AKL
MCU was 5M48H.

Done solder free with KTP + XDNP17 adapter. 

(VVDI Prog required to remove 2 components + cut the board - too high of a risk)",,Data base,Porsche,,,,,,,,,,,,,
2015 Porsche Macan AKL EEPROM,Item,S0FDOT5906,,,,,,,,1.0,units,,,0.0,"2015 Porsche Macan - AKL. Porsche car shaped Prox key. 
EEPROM module above driver left foot. See images",,Data base,Porsche,,,,,,,,,,,,,
2016 Porsche Cheyenne - Add a key,Item,S0FDOT3810,,,,,,,,1.0,units,,,0.0,"2016 Porsche Cheyenne - Add a key. VV2 + VVprog. Has different boards. Didn’t have to cut a line. 
Idan did.",,Data base,Porsche,,,,,,,,,,,,,
2017 Porsche 718 AKL,Item,S0FDOT8553,,,,,,,,1.0,units,,,0.0,"2017 Porsche 718 - AKL. 
Can be done by eeprom to BCM",,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_xIMXgYkyDcJGtRZ6HSpEY_fpatkZ0Pzqkg-_qpi86o9IjzQicu2s1g==,,,,,,,,,
2017 Porsche 911 - AKL,Item,S0FDOT3366,,,,,,,,1.0,units,,,0.0,"CA. 

BCM is above driver left foot. 
For access to BCM we’ll need to remove airbag assembly (3 screws), a vent hose, a little square module, and the BCM casing (3 screws).

CHARGE ACCORDINGLY",,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_Vc6zD4yLHWJkIqPYcomAUBeyLWVoTC4749QEVLcaHQhYB5hCGI4OMA==,https://lnk.sortly.co/v2/downloads/photo/v2_lB0z0UwghXSfnqVuAVUVW-ZGYmQ1CUpDQcaJ3TbO3IOP19d08N3BsQ==,https://lnk.sortly.co/v2/downloads/photo/v2_V33NVjQ8To4InaFOclU4tWyKPdXsk1dFLD0Zh0Dhu0iyejOSArVOGA==,,,,,,,
2017 Porsche Panamera - Module is above driver’s left foot close to door.,Item,S0FDOT3999,,,,,,,,1.0,units,,,0.0,"2017 Porsche Panamera - 
Module is above driver’s left foot close to door. 

Undo star head screws and check type of MASK.
This was 1L15Y. 
VVDI Prog 
Select correct MASK 
Open diagram to see what to slider. 

In this case remove one tiny device and solder a few wires. 

Read the EEPROM and save. 
Read the FLASH and save. 

VVDI2
Porsche->key learn-choose mask

Load the EEPROM you just read. 
It’ll show you how many key in system. 
Select desired slot. 
Put key in VVDI2. 
Make dealer key. 
Key will lock. 
You’ll get a dump file. 
Write it back to the module.",,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_JETYXPEleX4FSzggAdllJtk2vQbWYiPwEcJp4WTL9xuxQPH21Bof_A==,https://lnk.sortly.co/v2/downloads/photo/v2_xhEkt6ZZn2d6FJrIT1wLZHKRVKeD2gxTgVgcDBtp4k8xzW7naaymvw==,https://lnk.sortly.co/v2/downloads/photo/v2_KtDByBw_kYbJRV_UtswLTDgpkGjDCXIvESLQ1NLrmeCMIT_QMBVmvQ==,https://lnk.sortly.co/v2/downloads/photo/v2_IBckuI2MnmnI1YmcxtMPYXzflFDrzKy9eUuiXbBBYHCeuCS-zmuWNQ==,https://lnk.sortly.co/v2/downloads/photo/v2_nkfLn4cViidK7KU04_tLpMjngGIMZmI7eyepdkuIgWu7nx2YsiW81A==,https://lnk.sortly.co/v2/downloads/photo/v2_cAsVS6uAqUj_1YnLK6BjbUNUUmQZzwAM3omwZznqNqurkF34V2I_6w==,,,,
2017 Porsche Panamera -2,Item,S0FDOT4000,,,,,,,,1.0,units,,,0.0,"Solder back the tiny device you removed

Re-install module. 
Done.",,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_aN49Wgk2XwSpMO5gs7HSzc33S66AZ1UYa64xoPtnCw9TsGyllGRPVA==,https://lnk.sortly.co/v2/downloads/photo/v2_HKrCi6iVfol6cJXteWxVV76eIYECSWHrimgi6TfMMHejUBfva3woWQ==,https://lnk.sortly.co/v2/downloads/photo/v2_7EjW_-ueCw-ATyYv4D0LsaDHug6xCAuKj0Ye7jcqn8MsfhMhGQ6Y8w==,https://lnk.sortly.co/v2/downloads/photo/v2_4yU8gvdjlMlB-a2N7lWLxyVOWcDmTMnoTfhxLRpStHIdNgVj123K9Q==,https://lnk.sortly.co/v2/downloads/photo/v2_vACGF0lZR7C-FVsu4BfAfKbNkOZmkKvEgpLew3_AenEj3SLCl85f4g==,https://lnk.sortly.co/v2/downloads/photo/v2_aIwxn5Pirk0YAGzN5Eh5y3dpvYo1JHnqq-Q2UdiRY4dU9N_VacA1Wg==,,,,
2018 Porsche 911 AKL,Item,S0FDOT5658,,,,,,,,1.0,units,,,0.0,"2018 Porsche 911 - AKL. 
VVDI Prog + VVDI2.
Once BCM in hand examine MASK there are a few. 
Some require a couple resistors removed, some require cutting a line. 

ACDP should handle these solder/cutting free.",,Data base,Porsche,,,,,,,,,,,,,
2018 Porsche 911 AKL,Item,S0FDOT5660,,,,,,,,1.0,units,,,0.0,"2018 Porsche 911 - AKL. 
Check if CA or NCA. 

CA - start from pocket 
NCA - Fobik style turns in ign

Both keys look like a car shape. 

VVDI Prog + VVDI2. Or ACDP. 
Can have a few different masks. 

With VVDI Some require a couple resistors removed, some require cutting a line. 

With ACDP - no soldering or cutting needed.

Beaverton (only) dealer charges:
360 or 460 depending on key. 
188 program.",,Data base,Porsche,,,,,,,,,,,,,
2018 Porsche Macan - AKL Keyed,Item,S0FDOT7608,,,,,,,,1.0,units,,,0.0,"2018 Porsche Macan - AKL Keyed
Standard new style Porsche car shaped key, it goes in ignition left side of wheel and turns.

BCM is well tacked in the dash but doable. Once removed identify MASK to address reading and writing methods. 

VVDI Prog 
Select correct MASK 
Open diagram to see what to solder / remove. 

Could be removing tiny device + soldering wires. 

Read the EEPROM and save. 
Read the FLASH and save. 

VVDI2
Porsche->key learn-choose mask

Load the EEPROM you just read. 
It’ll show you how many keys in system. 
Select desired slot. 
Put key in VVDI2. 
Make dealer key. 
Key will lock. 
You’ll get a dump file. 
Write it back to the module. 

Solder back tiny devices if removed

Re-install module. 
Done",,Data base,Porsche,,,,https://lnk.sortly.co/v2/downloads/photo/v2_2K-bzr0iL5IkzMBNBYj-TGemNEy4PPKJR4c0ccAju7TY0IYeljJVzw==,https://lnk.sortly.co/v2/downloads/photo/v2_wmFI8NshF287zJ_b5yHYskF-6fgO-qGnsZ3ibx7-KSE1gBFOxS4jMw==,,,,,,,,
TMPRO MONSTER MASTER,Item,S0FDOT7100,,,,,,,,1.0,units,,,0.0,"TMPRO MONSTER 
TMPRO MASTER

Cloning out without having to re-write a dump: 
Porsche that require SW54 software use T5 chip
Porsche that require SW165 software use CN6 chip",,Data base,Porsche,,,,,,,,,,,,,
Saab,Folder,S0FDOR0692,,,,,,,,,,,,,"",,Data base,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_wPxpiibND2Mm5XXCs1nEAZ1wO2GYikg4QJiL4nSLLINA8m5Mr6cEvw==,,,,,,,,,
05-11 Saab 9-3 93 Fobik Emergency blade Guide,Item,S0FDOT3372,,,,,,,,1.0,units,,,0.0,"Metal E key key by code.
These have 2 keyways.
WT47T and HU100. 
This was HU100, 8 cuts. 
Cuts by code. 
On Lockcodes choose -
“Saab 94 2010+”
Shows HU100T12 = HU100",,Data base,Saab,,,,,,,,,,,,,
05-11 Saab 93 9-3 - Add a key Fobik SPP,Item,S0FDOT7151,,,,,,,,1.0,units,,,0.0,"Saab 93 9-3 - Add a key Fobik
Smart Pro 
3 minute job
You’ll need to convert VIN to PIN on Advanced Diagnostics website.
Check this:
https://youtu.be/XAXf9a5KnDs",,Data base,Saab,,,,,,,,,,,,,
05-11 Saab 93 AKL Fobik (Programming Guide),Item,S0FDOT4372,,,,,,,,1.0,units,,,0.0,"2005 2006 2007 2008 2009 2010 2011 Saab 93 - AKL. Fobik. 
CIM Module behind steering wheel. 
8 leg out of circuit eeprom. Re-write dump. 
Remote programs with chip.

!!Disconnect car’s battery before removing module!!

Locate 93LC66A.

Protect components near it. 
Hot air it out. 

Use eeprom adapter without soldering - see image.

VVDIPROG
EEPOM FLASH 
MICROCHIP
93C/LC/AA66A(8PIN)

Leave the chip as we will need to re-write a dump on it)

VVDI2
Transponder Programmer 
Immo data tool
Euro-Saab-93-2003 93c66
Load eeprom 
See how many keys...

Insert Fobik to VVDI2
Select available slot 
Make dealer key 
PCF 7936 (PCF7946)
Save dump given

VVDI Prog
Load and re-write dump

Worth reading it again and opening in Transponder programmer to see that a key was added. 

Re-install everything. 
Airbag snaps back in.
Test key and remote they program together.",,Data base,Saab,,,,https://lnk.sortly.co/v2/downloads/photo/v2_lNmB3L7bUsT4JvCpGBYolcIbk-sq-k7abRBxSN1I8oVGxF8iqYv6ng==,https://lnk.sortly.co/v2/downloads/photo/v2_FUmgGlm7FUZ_q08xaPG2dvavOI-I1MBsSYuqJK4z6mSbXj9YuA2g1g==,https://lnk.sortly.co/v2/downloads/photo/v2_9naK5-9fZo67jhcHm3k1ID4ihNW3L5EpReRCnim49Saz3kmOL8N-Xg==,https://lnk.sortly.co/v2/downloads/photo/v2_AOeJ-skrIlSkpqaho7ZQzSg53VN69jXPiWRVyewww_Z5o6sFtFxHKg==,https://lnk.sortly.co/v2/downloads/photo/v2_RjYt-aPiavaquCZHWduwOtqo4-KIXKbfAYZuAxz6xVq3y07RXsvt4g==,,,,,
1997 Saab 900 - AKL Keyed,Item,S0FDOT7253,,,,,,,,1.0,units,,,0.0,"1997 Saab 900 - AKL Keyed
YM30. Code by VIN 
No transponder. 
Code series: 2S1 - 2S2675
NASTF code will start with an “S” and 4 digit 

Add a “2” at the beginning
 “2S” + the 4 digits
Convert code on lockcodes",,Data base,Saab,,,,https://lnk.sortly.co/v2/downloads/photo/v2__FaBRm4XoKOU7YbVeS3dUzvMJKwol7rHrG53UFnDadrwMfWmz66t9g==,https://lnk.sortly.co/v2/downloads/photo/v2_P-ZJOxz3ZV4v3KE3sXTsx3mjX5xrHF8fA5vgiYX9ZjN86HenjfAhew==,,,,,,,,
